1,9088
2,653
2,654
2,1571
95,654
130,653
130,654
7098,2058
7246,23436
7333,1571
7843,651
8533,2058
16178,3361
24587,653
24696,11065
27170,2058
27679,653
28256,653
29366,2058
30452,2058
30670,654
31732,11065
31864,1571
33027,2058
35051,127696
38104,651
39589,2058
40386,1571
44667,2058
45477,11065
50903,127696
51345,1571
51686,11065
53430,22271
55385,651
58515,11065
62507,654
62695,653
65740,2058
66005,2058
67681,653
70644,653
71803,653
72349,22271
72439,2058
72769,1571
73864,651
73970,1571
74317,1571
74630,654
78934,651
82520,2058
83020,2058
83627,2058
83734,654
85002,653
85929,653
88002,651
88460,11065
89187,2058
90768,1571
90799,2080
91035,11065
91215,654
91275,1571
93234,654
96047,11065
96923,651
98817,1571
98817,14102
99773,11065
102363,2058
105463,2047
109314,651
110251,2079
112143,2058
113507,2058
113984,2058
114161,653
117922,654
118775,2058
122349,2058
122668,651
123455,2058
125402,11065
125813,11065
127283,653
127283,15903
128094,1571
128105,1571
128429,11065
135630,1571
136884,11065
137015,653
138453,1571
139613,651
140643,653
142876,1571
143728,11065
143897,2047
143897,2058
146176,651
153239,1571
155091,1571
157242,2058
157843,2047
158669,2047
159777,2047
160101,2058
161840,654
162248,1571
170397,653
170588,654
171084,1571
172017,654
174791,1571
176413,3361
177183,2058
177651,11065
178935,1571
182570,1571
183034,14102
192254,1571
218849,2080
220023,1571
220162,651
223794,11065
225754,2058
228376,1571
228376,2058
229216,654
230515,11065
233194,651
234861,651
235194,2047
237331,1571
237922,1571
240724,1571
240724,2058
241908,2058
247275,2047
247775,654
249867,1571
250315,654
253494,1571
253728,1571
254546,1571
258062,14102
259291,11065
259554,1571
260865,1571
262493,2058
263028,1571
263361,2058
263599,653
263717,1571
266077,2058
266088,1571
267534,653
267612,654
268788,1571
271081,1571
271081,2058
273036,1571
276079,1571
279207,2058
280794,651
282082,1571
282596,1571
285785,11065
286508,1571
288151,2058
288506,651
288917,11065
290904,654
291703,2058
293636,1571
295384,1571
295773,1571
296438,653
296984,2058
297473,1571
297893,654
299784,11065
300840,2058
301636,9088
304428,2058
304570,1571
306782,653
306907,1571
309550,653
311016,1571
313642,653
318722,2079
318722,2080
318722,132282
321213,1571
321520,653
321921,651
322052,651
322095,2058
325511,11065
329031,11065
329292,2058
331846,2058
333002,2047
339724,1571
339808,2058
342322,1571
342505,11065
343402,23436
345384,2058
347191,2047
350454,653
351840,1571
352164,651
352847,11065
353512,2058
357168,1571
361787,651
361924,11065
363712,2058
364139,2058
365466,124262
366836,651
370761,1571
374043,11065
374330,651
375021,1571
375535,1571
379643,1571
382498,1571
386017,1571
389078,11065
390661,653
391191,11065
392522,654
396182,1571
396650,651
397222,2058
397321,11065
398064,316599
398064,316601
398604,1571
401527,1571
402112,1571
404299,1571
410567,1571
411930,651
413850,651
416349,653
416709,1571
418979,651
420323,2058
421216,2047
423210,2058
427250,11065
429324,654
431325,2047
436112,651
437957,2058
440267,654
441833,2058
444357,1571
445133,1571
445803,11065
446823,2058
449590,1571
452008,2058
452108,654
452179,2047
452561,2058
454110,654
457235,654
457412,2058
458251,11065
461603,2058
461648,1571
461816,2058
464956,2058
465497,2058
466192,9088
466192,132282
466288,2058
468575,651
469558,1571
470110,2058
472796,2047
472889,653
473143,11065
477420,651
477926,14102
478588,1571
478783,11065
479778,1571
479801,651
481768,2058
484827,11065
485261,124262
487727,2058
493562,1571
495990,9088
497684,2058
498849,2058
499042,2058
501117,2047
501280,651
501541,2058
502095,651
502951,651
506134,653
508722,2058
509487,2058
509570,1571
512263,2058
512347,11065
512399,11065
512471,654
513055,2058
513894,1571
513927,1571
515462,654
516789,11065
516956,11065
517042,11065
517400,1571
518340,1571
519305,2058
520564,654
522388,1571
527366,653
529063,2058
529445,2058
532019,2058
532933,1571
533973,651
534543,654
535155,2058
538496,1571
538790,651
538998,2058
539288,1571
539516,11065
542499,2058
543932,654
546396,1571
546939,2047
547671,2058
548101,2058
548334,1571
549361,1571
549479,2058
551017,1571
551074,2047
551122,651
551377,2058
552056,11065
554019,1571
554792,2058
554968,2058
555851,2079
556346,1571
556957,1571
557688,1571
557735,15903
558902,1571
559056,1571
559928,651
560192,1571
560192,2058
562038,2058
563675,654
563675,2079
563675,2080
563675,23436
563702,1571
563844,2047
563859,653
564278,2058
564760,1571
564934,2058
565300,14102
566417,653
566936,1571
567838,653
568026,2058
569013,654
569441,653
569914,2047
571952,651
572573,2058
572575,2058
573820,653
574579,2047
575384,2058
576789,15903
576864,1571
577516,654
577964,9088
579907,2058
580349,2058
581489,654
584732,1571
584771,2047
585633,1571
586028,1571
587651,654
591123,11065
592624,14102
592792,1571
593812,11065
596135,1571
596445,1571
596607,1571
598140,1571
598140,2058
602070,651
603139,654
603775,1571
606317,2058
606379,11065
607265,2058
607265,11065
610509,1571
614990,2058
615364,1571
615723,2058
616018,1571
616794,11065
618862,2058
620069,2058
620608,654
623319,1571
623319,2058
625416,654
628107,11065
628345,653
628902,11065
629605,9088
631240,2067
634105,11065
634200,2058
634251,2058
634297,2058
634843,2058
635970,651
636007,1571
636337,651
638533,651
638992,653
640335,2047
640563,1571
641122,1571
642391,2058
642802,1571
643011,2058
644736,11065
644800,1571
644867,3361
644867,15903
645115,653
645447,2047
646123,1571
646219,2047
647336,2058
647353,1571
647890,2058
648753,2047
650022,2058
650777,1571
655887,654
655904,1571
656269,11065
660273,653
660273,15903
664012,2058
668125,1571
669066,2058
672398,651
675361,11065
675863,2058
678272,11065
680102,11065
682239,2058
682436,2058
683531,2058
684375,1571
684565,11065
686082,11065
687981,2058
689016,1571
689113,2047
690167,1571
691019,11065
697393,651
699033,1571
699642,2058
699901,11065
700247,132282
700592,2058
701966,1571
701966,3361
704085,11065
704650,11065
705904,2058
707862,11065
708529,653
708781,286203
709194,2058
709241,11065
711164,1571
711263,11065
711457,1571
711457,2058
712122,2058
714320,11065
716422,11065
719292,651
720435,651
721083,654
721156,9088
723637,2047
724546,1571
724824,2058
728100,2058
728134,2058
728972,653
729245,1571
729291,2058
730598,1571
731151,654
731491,2058
731896,1571
733538,11065
733857,1571
734066,2047
735284,1571
735454,2047
735731,1571
737329,653
737943,651
738891,1571
739610,11065
739889,2047
740416,2058
742737,2047
743669,11065
743888,1571
745053,2058
746227,1571
746447,1571
749017,1571
749056,653
749632,2058
750753,3361
755387,2058
756302,14102
758868,1571
759719,2058
764333,2047
765433,2058
766375,1571
768485,2058
768944,9088
770297,14102
772725,2047
773261,15903
773602,1571
775619,2058
776313,1571
777649,2058
783540,1571
784646,11065
784910,14102
785638,653
786403,653
788122,11065
788542,2058
790787,653
793158,653
794281,1571
794502,11065
794887,2058
795054,1571
795554,1571
797174,2058
797406,1571
800283,1571
800955,1571
801681,653
802344,1571
804045,11065
804362,1571
805038,3361
805176,2058
805356,1571
807187,2058
807582,11065
807617,1571
808218,2058
808709,3361
808870,11065
810169,1571
811123,2058
812618,2058
814054,654
814644,1571
815208,1571
816361,654
816643,1571
818442,1571
819379,2047
819551,1571
820576,2058
822631,1571
824662,2058
825377,2079
826069,2058
826281,2058
826824,2058
828182,651
831912,2058
832470,654
834095,11065
834715,2058
834728,1571
835317,2058
837432,654
839239,1571
841267,2058
841710,11065
841766,1571
842343,11065
843154,2058
843497,2058
844153,2058
844289,1571
845430,11065
845847,2058
848318,2058
848743,23436
850098,2058
850847,654
850933,1571
851062,654
851779,9088
852539,1571
852970,2058
852973,2058
853348,2058
854279,1571
854322,2058
856598,1571
857646,1571
857920,1571
858126,11065
